headword,definition
عَاذِل,عُذَّال عَوَاذِل | عُذَّال | عَوَاذِل
عَار,أَعْيَار
عَارٍ,مجرد | متعر
عَارِض,من يعرض | مَانِع حَائِل | نوبة | حادث طارئ | مَانِع
عَارِف,عَوَارِفُ
عَارِم,شديد | بارد | كبير
عَارِيَة,عَوَارٍ
عَازِب,عُزَّاب أَعْزَاب | عُزَّاب | أَعْزَاب
عَازِل,عوازل
عَاشِق,عُشَّاق
عَاصٍ,متمرد | متمردعُصَاةالعَاصِي
عَاصِف,عَوَاصِفُ
عَاصِمَة,عَوَاصِمُ
عَاطِفَة,عَوَاطِفُ
عَاطِل,عن العمل | عَوَاطِلُ
عَاطِل عن,عَوَاطِلُ
عَافَ,كَرِهَ
عَافِيَة,عَوَافٍ
عَاقِبَة,نتيجة | نتيجةعَوَاقِبُ
عَاقِر,عَوَاقِرُ عُقَّر
عَاقِل,عُقَلاَءُ عَوَاقِلُ
عَالٍ,صفة للصوت | رفيع | مرتفع | مرتفععَوَالٍ | الْعَوَالِيالْعَالِي
عَالَة,فقر | على غيره
عَالَم,دنيا | كون
عَالِم,عُلَمَاءُ
عَام,أَعْوَام
عَامِر,آهل | كبير | وافر | مزدهر | مزدهر
عَامِل,أجير | عنصر
عَامِّيّ,محكي | سوقي
عَامّ,عُمُومِيّ | ضد الخاصّ شامل | ضد الخاصّ
عَاهِل,عَوَاهِلُ
عَبَاءَة,عُبِي
عَبَث,بطلان | خفة | بطلان
عَبَّاس,أَسَد
عَبَّدَ,الطَّرِيق
عَبْد,عَبِيد
عَبْرَة,دمعة
عَبْقَرِيّ,عَبَاقِرَة عَبَاقِرُ | عَبَاقِرَة | عَبَاقِرُ
عَبْل,عِبَال
عَتَاد,عدّة | حربي
عَتَبَة,أَعْتَاب
عَتِيد,مهيأ | مقبل
عَتِيق,قديم
عَثْرَة,سقطة | هفوة
عَجَب,أعجوبة | دهش | أَعْجَاب
عَجَزَ,نقص
عَجَلَة,عربة | عَجَلات عَجَل | تسرع | سرعة
عَجَمَ,اِمْتَحَنَ
عَجَمِيّ,عَجَم أَعْجام
عَجَنَ,الطحين | الطين | الطين
عَجُز,عظم في قاعدة العمود الفقري
عَجُوز,عَجَائِز عُجُز
عَجِيبَة,عَجَائِبُ
عَجْز,عجز مالي | نقص | ضعف
عَدَا على,ظلم
عَدَد,رَقْم | مجلة | رَقْمأَعْدَاد
عَدَس,نبات
عَدَلَ,أنصف | سَاوَى
عَدَم,فقدان | لاوجود | فقدان
عَدُوّ,أَعْدَاء أَعَادٍ | أَعْدَاء | أَعَادٍ
عَدِيم,عُدَمَاءُ
عَدّ,اعتبار | حسبان
عَدَّ,اِعْتَبَرَ
عَدَّلَ,غَيَّرَ فيه | أقام سَوَّى
عَدْل,استقامة | عدالة | عدالة
عَدْو,الفرس
عَذَل,عَذْل
عَذْب,عِذَاب
عَذْرَاء,عَذَارَى عَذْراوات
عَرَبَة,قطار | عَرَبَات
عَرَبُون,عَرَابِين
عَرَبِيّ,عَرَب
عَرَض,في الطِبّ | عَرَضاً | ما ليس جوهرا
عَرَضاً,اتفاقا
عَرَضَ,سعراً | على الشاشة | قَدَّمَ | سعراً
عَرَضِيّ,تصادفي | في الطِبّ
عَرَق,مشروب مسكر
عَرُوس,عَرَائِسُ
عَرِقَ,جَهَدَ
عَرِم,كبير
عَرِيس,عُرُس
عَرِيش,عريش العربة
عَرِيض,عِرَاض
عَرِيف,رتبة عسكرية
عَرِيق,متأصل | أصيل | قديم | متأصل
عَرِيكَة,عَرَائِكُ
عَرِين,عُرُن عَرَائِنُ
عَرِيَ,تعرّى
عَرَّجَ على,مال
عَرَّضَ,جعله عريضًا
عَرَّى,عرّ
عَرْش,أَعْرَاش عُرُوش
عَرْصَة,عَرْصَات عَرَصَات
عَرْض,طرح | اقتراح | إظهار | رفع | ضد طول | تقديم | إظهار | تقديمعُرُوض | إظهارعُرُوض
عَرْقَلَة,إعاقة | عائق | إعاقة
عَزَب,عُزَّاب أَعْزَاب | عُزَّاب | أَعْزَاب
عَزَقَ,الأرض
عَزَلَ,فصل | خلع
عَزَلَخلع,عَزْل
عَزَلَفصل,عَزْل
عَزِيز,ثمين | محبوب | محبوبأَعِزَّاءُ
عَزِيمَة,عَزائِم
عَزَّ,قوِي | غال
عَزَّى,عزّ
عَزْل,خلع | الكهرباء | إبعاد | إبعاد
عَزْم,عزم الدوران
عَسْعَسَ,أَظْلَمَ
عَسْكَر,عَسَاكِر
عَشَاء,أَعْشِيَة
عَشِير,عُشَرَاءُ
عَشِيرَة,عَشَائِرُ
عَصًا,عُصِيّ
عَصَب,أَعْصَاب | وتر
عَصَبِيَّة,المزاج | تعصب
عَصَى,إعص
عَصِير,عصائر
عَصْر,زمن | بعد الظهر
عَصْرِيّ,حديث
عَطَاء,هديّة | عطاءات | هديّةأَعْطِيَة
عَطِبَ,تَلِفَ
عَطِيَّة,عَطَايَا
عَطْف,حني | حنان
عَطْوَة,هدنة بين طرفين متخاصمين يتم إعطائه من أهل المجني عليه
عَظَاءة,عَظَايَا
عَظَمَة,قوة | فخامة | فخامة
عَظِيم,هام | فخم | جبار
عَظِيمجبار,عِظَام | عُظَمَاءُ
عَظِيمفخم,عِظَام | عُظَمَاءُ
عَظِيمكبير,عِظَام | عُظَمَاءُ
عَظِيمهام,عِظَام | عُظَمَاءُ
عَظِيمَة,مصيبة | مصيبةعَظَائِمُ
عَظْم,عِظَام
عَفَا,اُعْفُ
عَفَاء,تراب
عَفَرَ,مَرَّغَ بالتراب
عَفَرَمَرَّغَ بالتراب,عَفْر
عَفِيف,أَعِفَّاءُ
عَفَّرَ,مَرَّغَ بالتراب
عَفَّى,محا
عَفْو,محو | صفح | فضل
عَفْوًا,جواب عن كلمة شكراً | لا تؤاخذني
عَقَبَة,عَقَبَات عِقَاب
عَقَدَ,جلسة | اتفاقاً
عَقَدِيّ,عقيدة
عَقِب,ولد | كعب | حَفِيد
عَقِيدَة,عَقَائِدُ
عَقِيرَة,عَقَائِرُ
عَقِيصَة,عَقَائِص
عَقِيم,عاقر | بلا جدوى
عَقَّار,عَقَاقِيرُ
عَقْد,سند | في العمارة | عشر سنوات | اتفاق | اتفاقعُقُود
عَقْرَب,عَقَارِبُ
عَقْل,عُقُول
عَكْس,قلب | نقيض | رد الضوء
عَلاقَة,عَلائِق
عَلامَة,عَلامَات
عَلَف,أعلاف
عَلَقَة,عَلَقَات عَلَق
عَلَم,شخص بارز | رَمْز | رَمْزأَعْلام
عَلَوِيّ,من أسرة عَلِيّ بن أَبِي طَالِب
عَلِيل,أَعِلَّاء
عَلِيّ,عَلِيُّونَ عِلْيَة
عَلَّ,مَرِضَ
عَلَّقَ على,دَلَّى
عَلَّمَ,لقَّن
عَلْيَاء,مرتفع
عَمَارَة,عَمَائِر
عَمَدَ,دعم
عَمَل,صنع | شغل | كَدْح
عَمُود,أَعْمِدَة عُمُد
عَمِيد,قائد لواء | رَئِيس
عَمِيدرَئِيس,عمَداء | عَمِيدَات
عَمِيدقائد لواء,عمَداء | عَمِيدَات
عَمِيق,عِمَاق عُمُق
عَمِيل,زَبُون | في المُخابرات | وكيل
عَمّ,أَعْمَام
عَمَّار,بَنَّاء
عَمَّة,عَمَّات
عَمَّى,موّه
عَنَاء,تَعَب
عَنَى بـ,إعن
عَنِيد,شديد | معاند | معاندعُنُد
عَنِيدشديد,عُنُد
عَنِيف,عُنُف
عَنْبَر,حوت عظيم | مستودع | مادَّة
عَنْتَريّ,شجاع | مُغَامِر
عَنْتَرَ,شَجُعَ
عَنْدَلِيب,عَنَادِلُ
عَنْقاء,طائر خرافي
عَنْكَبُوت,عَنَاكِب
عَهِدَ,وعد | خطب فتاة
عَهْد,عصر | وعد | يمين | حكم | ميثاق | ميثاقعُهُود
عَوَالٍ الْعَوَالِي,الْعَالِي
عَوَّلَ,اعتمد | عزم | نحب | اعتمد
عَوْدَة,رجوع | استئناف | عدول
عَوْن,مساعِد | مساعدة
عَيَاء,تعب شديد
عَيّ,أَعْيَاء
عَيَّنَ,حدّد | في منصب
عَيِّل,عِيَال
عَيْب,نَقِيصَة
عَيْبَة,عِيَاب
عَيْدَر,نوع من البط
عَيْن,ذات | مال | عضو البصر | ينبوع | جاسوس | أَعْيَان | ينبوععُيُون | أَعْيُنأعايِن | جاسوسعُيُون | أَعْيُنأعايِن
عَيْنِيّ,ذو علاقَة بالعين | مادّي | مادّي
عُبَاب,موج | سيل
عُبُوَّة,عبوة ناسفة | عُبُوَّات
عُثْنُون,عثانين
عُجَاب,عَجِيب
عُجْب,أَعْجَاب
عُجْمَة,إبهام | لكنة | إبهام
عُدّ,حبّ الشَّباب
عُدَّة,عُدَد
عُذْر,أَعْذَار
عُذْرَة,عُذَر
عُرَاة,العَارِي
عُرْس,أَعْرَاس
عُرْضَة,هدف
عُرْف,الديك أو الفرس | اصطلاح
عُرْوَة,الحبل | مِقْبَض | الثوب | الحبلعُرًى | الثوبعُرًى
عُرْوَةمِقْبَض,عُرًى
عُرْيَان,عَرَايَا
عُزْبَة,عزوبية
عُسْلُوج,غُصين
عُشبة الخُريق,نبات
عُشْب,أَعْشَاب
عُصَاة,العَاصِي
عُصْبَة,رابطة | رابطةعُصَب
عُصْبَةزمرة,عُصَب
عُصْفُور,عَصَافِيرُ
عُضْو,أَعْضَاء | في جمعية | في الجسم
عُضْوفي جمعيةعضوة أَعْضَاء,عضوات
عُطْلَة,عُطَل
عُفَار,عَفَر
عُقَاب,عِقْبَان
عُقْب,آخر
عُقْبُول,أثر مرضٍ | نتيجة | نتيجةعَقَابِيلُ
عُقْدَة,عُقَد | مشكلة | عُقَد | مشكلةعُقَد
عُلًى,علاء
عُلَّيْق,شجيرة
عُلِّيَّة,عَلاَلِيُّ
عُلْبَة,عًلَب
عُلْجُوْم,ضفدع الطين
عُمر,أَسْنَان
عُمُوم,شمول
عُمْدَة,عمدة القرية | رُكْن | رُكْنعُمَد
عُمْدَةعمدة القرية,عُمَد
عُمْر,أَعْمَار
عُمْرَة,زيارة المسجد الحرام في مكة للقيام بمناسك خاصة
عُمْق,أَعْمَاق
عُمْلَة,عُمُلاَت
عُنُق,رقبة
عُنّاب,شجر شائك
عُنْصُر,عرق | أصل | مادة
عُنْقُود,عَنَاقِيدُ
عُنْوَان,رمز | عَنَاوِينُ | شرح الصورة | رأسية | الشخص | رأسيةعَنَاوِينُ | الشخصعَنَاوِينُ
عُود,أَعْوَاد عِيدَان
عُور عُورَان,عَوْرَاءُ
عُيُون أَعْيُن,أعايِن
عِبَارَة,جملة | تعبير | تعبير
عِبْء,أَعْبَاء
عِبْرَة,أمثولة
عِبْرَةأمثولة,عِبَر
عِتْرَة,نسل | نبات
عِثَار,زَلَل كبوة | زَلَل
عِجْل,عُجُول عِجَال
عِدىً,أَعْدَاء
عِدَّة,عدد من
عِدَّةعدد من,عِدَد
عِرَاق,أَعْرِقَة عُرْق
عِرْفَان,الجميل | معرفة | معرفة
عِرْق,أصل | وريد | جنس
عِرْقِيّ,عنصري
عِصَابَة,رباط | زمرة
عِصَام,شريط | عروة
عِصَامِيّ,من يبنى نفسه بنفسه
عِصْمَة,حفظ | عن الخطأ | منع
عِضَادَة,الباب | البابعضائد
عِطْر,أَعْطَار عُطُور
عِظَة,موعظة | عبرة | موعظة
عِظَم,أهمية | ضخامة
عِفْر,ذَكرُ الخنازير
عِفْرِيت,عَفَارِيت
عِقَاب,قِصَاص
عِقَال,جديلة تُلفّ علـى الكوفيّة
عِقَالجديلة تُلفّ علـى الكوفيّة,عُقُل
عِقْد,عُقُود
عِلاج,دواء
عِلاوَة,عِلاوَات
عِلَّة,سبب | مرض
عِلْم,معرفة | عُلُوم | معرفة
عِمَاد,دعامة | نصرانية | دعامةعَمَد | عُمُد
عِمَارَة,فنّ البناء | مَبْنَى
عِمَالَة,خيانة | حِرْفة العامل | خيانة
عِمَامَة,عَمَائِمُ
عِمْلاق,عَمَالِقَة
عِنَايَة,احتياط | رعاية | رعاية
عِنَب,أَعْنَاب
عِيد,أَعْيَاد
عِيَار,ناريّ | مِقْياس | ناريّعِيَارَات | أَعْيِرَة
عٴ٨,ٮ٩ٮٴ٨
غئ٫,حَدّ
غائط,المنخفض من الأرض
غارق,مغمور
غاز الدفيئة,غازات الدفيئة
غاز المستنقعات,الميتان
غازي الأول,ملك العراق
غاص,مليء
غاطس,السفينة
غال,قفل
غاليليو,جاليليو
غاليليو غاليلي,جاليليو جاليلي
غانِيَة,غَوَانٍ
غاية قَصْد,أَهْدَاف
غة٦,لاعنف
غح,مستيقظ
غدّة تناسلية,غدد تناسلية
غذاء تكميلي,أغذية تكميلية
غردينيا,نبات
غرش,قُرُوش
غرفة النّوم,غرف النّوم
غريت ديفايدينغ,سلسلة جبلية قي أوستراليا
غريسة,شتلة
غرَام,جرَام
غزة,قطاع غزة
غس,قل الحق ولو كان مرا
غشاء مخاطي,أغشية مخاطية
غشاء يبطّن تجاويف الجسم,بَطَائِنُ
غؾ,عِقْد
غلوبلين كبرى,ماكروغلوبلين
غلوكوز,جلوكوز
غليون التدخين,غلايين التدخين
غميضة,لعبة أطفال
غوادالاخارا,الْمِكْسِيك
غواياكيل,إكوادور
غوز,يحول إلى غاز
غير عابئ بـ,عابئ
غيمة سديمية,فَلَك
غين,حرف عربي
غينيا,جنيه
غينيا الجديدة,جزيرة
غَائِب,غَائِبُون غُيَّاب
غَائِلَة,مصيبة | مصيبةغَوَائِلُ
غَابَة,غَابَات
غَابِر,ماض
غَادِر,غُدَّار
غَار,كهف | نبات
غَاركهف,غِيرَان | أَغْوَار
غَاز,غَازَات
غَازٍ,مغير
غَاشِم,غَشُوم
غَاشّ,مُخَادِع
غَاصَ,غُصْ
غَافِل,غُفَّل غُفُول
غَاق,طائر مائيّ
غَاقطائر مائيّ,غاقات
غَالٍ,عزيز | غير رخيص
غَالِب,سائد | منتصر | منتصرغَلَبَة
غَامِض,غَوَامِضُ
غَايَة,أقصى | هدف
غَبَب,أَغْبَاب
غَبَرَ,مَضَى
غَبِيّ,أَغْبِيَاء
غَبْن,ظلم
غَد,صَبَاح
غَدَاء,أَغْدِيَة
غَدَفَ,هدايا
غَدِق,كثير
غَدِير,غُدْرَان غُدُر
غَدِيرَة,غَدَائِر
غَرَام,هوى
غَرَض,حاجة | هدف
غَرِيب,أَجْنَبِيّ | عجيب | دخيل
غَرِير,أَغِرَّاء
غَرِيزَة,غَرَائِزُ
غَرِيق,غَرْقَى
غَرَّبَ,ذهب ناحية المغرب | نفى
