headword,definition
hatband,a strip around the the crown of a hat
hatbox,hat storing box
hatch,to emerge from an egg | opening in a ship's deck hatchway | to emerge from an eggB
hatchet,small axe
hatching,shading (a drawing) by using multiple parallel lines | the emerging of young from the egg
hatchling,recently hatched chick
hatchway,opening in a ship's deck
hate,to feel intense dislike | intense dislike | each other
hateful,feeling hatred | deserving hatred
hath,has
Hathor,ancient Egyptian goddess
hatless,wearing no hat
Hatra,ancient ruined city in Iraq
Hatshepsut,ancient king of Egypt | ancient king of EgyptHatchepsut
hatter,hat maker or seller
haughtiness,arrogance disdainfulness
haughty,arrogant disdainful proud
haughtyarrogant disdainful proud,haughtier | haughtiestD
haul,drawing dragging | take plunder | distance | to draw to drag | drawing | draggingD
haulage,horizontal transport; goods transporting
hauling,goods transporting
haunch,hip buttock
haunt,frequently visited place | to frequent to be a regular visitor of (a place); to appear to pursue (of a ghost unpleasant memory etc.)
Hausa,the Hausa language
Hausa language,an Afroasiatic language
haustorium,root-like structure of a parasitic plant that penetrates the host
haute,upper; high-class
Havana,capital city of Cuba
havana,Cuban cigar
have,to possess to hold; to get; to take | B# | smo who has smo rich | smo who has | smo richB
have a care,be careful
have a crack at,to try make an attempt at
have a fit,get very angry to lose one's temper
have a go at,to try make an attempt at
have a hand in,to take part in
have a hard time,to find (smth) hard to do to have a difficulty in
have a leg up on,to have an advantage over (smo)
have a look,to look at
have a point,have got a point
have a taste for,to like to have liking for
have had enough,have enough
have in mind,to intend
have it coming,to deserve
have it in for,to intend harm towards
have many irons in the fire,to have a number of possibilities or options available at the same time have irons in the fire | many irons in the fire
have no clue,to be completely uncertain of what to do
have no idea,do not know
have no scruples,to have no hesitation
have not,do not have
have one's say,to express one's opinion
have qualms,to have doubts
have sex,to have sexual intercourse
have the face,to dare to have the impertinence to
have the nerve,to dare to have the impertinence to
have to do with,be connected with be related to | be connected with | be related to
have-not,smo who doesn't have smo poor
haven,a harbor | provide a haven | shelter refuge place of safety | shelter | refuge | place of safety
haven't,have not
haver,nonsense
having said that,however after saying that
havoc,confusion | to cause destruction to demolish | destruction wrack
Hawaii,state in the United States; comprised of islands in the Pacific Ocean
hawfinch,Coccothraustes coccothraustes
hawk#1,bird of prey
hawk#2,board used by plasterer
hawk#3,to clear one's throat
hawkbill,hawksbill turtle sea turtle with a hawk-like beak
hawker#1,street merchant
hawkish,advocating aggressive policy
hawksbill,hawksbill turtle sea turtle with a hawk-like beak
hawksbill turtle,sea turtle with a hawk-like beak Eretmochelys imbricata
hawser,heavy rope; used for towing ships
hawthorn,type of shrub
Hawthorne,Nathaniel Hawthorne American novelist (1804-1864)
hay,mowned and dried grass uses as fodder
haycock,a pile of hay
Haydn,Joseph Haydn Austrian composer (1732-1809)
hayfork,pitchfork
hayloft,a loft used for storing hay
haymaker,a hard punch
haymow,a loft used for storing hay
hayseed,a country person unsophisticated person | seed of grass | a country person | unsophisticated person
hazard,to risk to jeopardize | game of chance | a risk a danger; fortune | to risk | to jeopardize
hazard an opinion,to risk expressing an opinion
hazardous,risky dangerous
hazardously,dangerously
haze,obscurity confusion | to harass to torment | become hazy blur | mist fog | to harass | to tormentM& | become hazy | blurM
hazel,of rich reddish-brown color | small tree bearing nuts
hazelnut,hazel tree nut
hazily,mistily vaguely
haziness,mistiness vagueness
hazy,misty vague
HDTV,high-definition TV
he is,he's
he will,he'll
he-goat,a male goat
head,main leading | mind brains | climax top | be head of; to guide; to move (towards smw) | forefront | leader | upper part of the body | upper part of the bodyK |
head cheese,brawn meet loaf made of pig's head
head gate,sluice gate gate of a dam
head off,to intercept to divert | to avoid smth bad to prevent from happening
head over heels,turned upside down; entirely completely | turned upside down; entirely | completely
head start,an early advantage
head up,to lead
head's crown,vertices vertexes
head-on,direct frontally | direct | frontally
headache,problem trouble | sensation of pain in the head | sensation of pain in the head
headboard,a vertical board forming the head of a bedstead
headcheese,meet loaf made of pig's head
headcount,the number of people (in a group etc.); counting of people
headdress,head cover
headed,directed going in a certain direction
header,block of text or data used as a preface | a lintel horizontal beam over a door or window | machine that reaps the heads of grain | a headlong dive | top title of a page | a butt
headhunt,to collect heads of the enemy | to search and recruit personnel | to collect heads of the enemy
headhunting,searching and recruiting personnel
heading for,going in the direction of
headland,promontory piece of land partly surrounded by sea
headless,without a head decapitated
headliner,the star of a show
headlong,reckless rash | recklessly rashly | with the head leading | with the head leading
headmost,leading foremost | leading | foremost
headpiece,brains | headphones headset | ornamental design at the head of a book chapter | helmet
headpin,front bowling pin in the pins arrangement
headquarters,the main command center; the main office the administrative center of an enterprise
headroom,space above the head
heads up,a cry of warning
headscarf,scarf covering the head
headset,headphones
headship,leadership position of a leader | leadership | position of a leader
headsman,chief leader | public executioner
headspring,spring river source
headstrong,determined stubborn
headway,forward movement progress; clearance gap
headwind,wind that blows against the direction of movement
heady,swift headlong rash | intoxicating (liquor) exhilarating | overbearing domineering
headyoverbearing domineering,headier | headiestK |
headyswift headlong rash,headier | headiestK |
heal,be cured get well | to cure
healable,can be healed curable | can be healed | curable
healer,smo who heals
health care,the preservation of illness health maintaining; professional health services
healthy,(make ~) | healthier healthiest | healthier | healthiest
heap,large amount | a pile a mound
hear hear,an to expression of agreement with a person making a speech in public
hear(make ~),heardheard
heard,heard
hearing,earshot | presenting evidence before a judge | the auditory faculty the ability to hear the range of audible sounds
hearken,to listen
hearsay,hearsay evidence | rumor gossip
hearse,vehicle for carrying coffins | vehicle for carrying coffinsL
heartburn,acid reflux
heartburning,severe resentment or envy
hearten,to encourage to embolden
heartfelt,earnest sincere
hearth,hominess a symbol of home | fireside the area near a fireplace
hearthstone,fireside; hearth | a symbol of home | stone forming the hearth
heartily,very much to a great degree | cordially sincerely | very much | to a great degreeA
heartiness,strength vigor
heartland,central region of a country
heartless,lacking courage | hardhearted feeling no compassion
heartsease,peace of mind | a type of violet (a plant)
heartstrings,deepest feelings
heartthrob,sweetheart | heartbeat
heartwood,the central wood of a tree
hearty,heartier heartiest
heat,become hot | estrus a period of heightened sexual arousal (in nonhuman mammals) | intense emotion passion | a preliminary round in a race | make (smth) hot | high temperature | a preliminary round in a raceR
heath,type of low evergreen shrub heather | uncultivated land | uncultivated landR
heathenish,heathen pagan
heathenism,paganism
heathenize,to make heathen
heather,type of low evergreen shrub
heave,act of heaving | to throw | to rise to lift up; to surge | to rise | to lift up; to surgeR#heaved | hoveheaved | hove
heave to,come to a stop
heaved hove,heaved hove
heaven,paradise the abode of God; state of bliss
heaven-sent,very fortunate happening as if by divine intervention
heavenly,heavenlier heavenliest
heavens,the sky
heavy,grave serious | dense thick | (make ~) | of great weight; of great intensity (e.g. 'heavy rain') | of great significance | weary not vital | of great significanceheavier | heaviestK
heavy hydrogen,isotope of hydrogen that has one neutron
heavydense thick,heavier | heaviestK
heavygrave serious,heavier | heaviestK
heavyof great weight; of great intensity (e.g. 'heavy rain'),heavier | heaviestK
heavyset,having a solid form stout
