headword,pos,definition,examples,synonyms
incompressible,adjective,incapable of being compressed [adj.all],"mounds of incompressible garbage | resisting compression | ""mounds of incompressible garbage""",
incomputable,adjective,beyond calculation or measure [adj.all],"of incalculable value | an incomputable amount | jewels of inestimable value | immeasurable wealth | ""of incalculable value""","inestimable, immeasurable"
inconceivable,adjective,totally unlikely [adj.all],,"impossible, out of the question, unimaginable"
inconclusive,adjective,not conclusive [adj.all],"an inconclusive reply | inconclusive evidence | the inconclusive committee vote | not putting an end to doubt or question | ""an inconclusive reply""",
incongruent,adjective,not congruent [adj.all],,
incongruous,adjective,lacking in harmony or compatibility or appropriateness [adj.all],"a plan incongruous with reason | incongruous behavior | a joke that was incongruous with polite conversation | ""a plan incongruous with reason"" | ""incongruous behavior""",
inconsequent,adjective,lacking worth or importance [adj.all],"his work seems trivial and inconsequential | the quite inconsequent fellow was managed like a puppet | ""his work seems trivial and inconsequential"" | ""the quite inconsequent fellow was managed like a puppet""",inconsequential
inconsequential,adjective,lacking worth or importance [adj.all] | not following logically as a consequence [adj.all],"his work seems trivial and inconsequential | the quite inconsequent fellow was managed like a puppet | ""his work seems trivial and inconsequential"" | ""the quite inconsequent fellow was managed like a puppet""",inconsequent
inconsiderable,adjective,too small or unimportant to merit attention [adj.all],"passed his life in an inconsiderable village | their duties were inconsiderable | had no inconsiderable influence | ""passed his life in an inconsiderable village"" | ""their duties were inconsiderable""",
inconsiderate,adjective,lacking regard for the rights or feelings of others [adj.all] | without proper consideration or reflection [adj.all],"shockingly inconsiderate behavior | ""shockingly inconsiderate behavior"" | slovenly inconsiderate reasoning | unconsidered words | prejudice is the holding of unconsidered opinions",unconsidered
inconsistent,adjective,displaying a lack of consistency [adj.all] | not capable of being made consistent or harmonious [adj.all] | not in agreement [adj.all],"inconsistent statements cannot both be true at the same time | inconsistent with the roadmap | ""inconsistent statements cannot both be true at the same time"" | ""inconsistent with the roadmap"" | inconsistent accounts",discrepant
inconsolable,adjective,sad beyond comforting [adj.all],"inconsolable when her son died | incapable of being consoled | ""inconsolable when her son died""","disconsolate, unconsolable"
inconspicuous,adjective,not prominent or readily noticeable [adj.all],"he pushed the string through an inconspicuous hole | the invisible man | ""he pushed the string through an inconspicuous hole"" | ""the invisible man""",invisible
inconstant,adjective,likely to change frequently often without apparent or cogent reason [adj.all],"inconstant affections | an inconstant lover | swear not by...the inconstant moon | variable | ""inconstant affections""",
incontestable,adjective,incapable of being contested or disputed [adj.all] | not open to question [adj.all],"undeniable guilt | indisputable evidence of a witness | obviously true | ""undeniable guilt"" | ""indisputable evidence of a witness""","incontestible, indisputable, undisputable"
incontestible,adjective,incapable of being contested or disputed [adj.all],,incontestable
incontinent,adjective,not having control over urination and defecation [adj.all],,
incontrovertible,adjective,impossible to deny or disprove [adj.all] | necessarily or demonstrably true [adj.all],"incontrovertible proof of the defendant's innocence | proof positive | an irrefutable argument | ""incontrovertible proof of the defendant's innocence"" | ""proof positive""","irrefutable, positive, demonstrable"
inconvenient,adjective,"not suited to your comfort, purpose or needs [adj.all] | not conveniently timed [adj.all]","it is inconvenient not to have a telephone in the kitchen | the back hall is an inconvenient place for the telephone | ""it is inconvenient not to have a telephone in the kitchen"" | ""the back hall is an inconvenient place for the telephone"" | an early departure is inconvenient for us",
inconvertible,adjective,used especially of currencies [adj.all] | not capable of being changed into something else [adj.all],"incapable of being exchanged for or replaced by another currency of equal value | the alchemists were unable to accept the inconvertible nature of elemental metals | ""the alchemists were unable to accept the inconvertible nature of elemental metals""","unconvertible, unexchangeable, untransmutable"
incorporate,adjective,formed or united into a whole [adj.all],,"incorporated, integrated, merged, unified"
incorporated,adjective,formed or united into a whole [adj.all] | organized and maintained as a legal corporation [adj.all] | introduced into as a part of the whole [adj.all],"a special agency set up in corporate form | an incorporated town | ""a special agency set up in corporate form"" | ""an incorporated town"" | the ideas incorporated in his revised manuscript","incorporate, integrated, merged, unified, corporate"
incorporative,adjective,growing by taking over and incorporating adjacent territories [adj.all],"the Russian Empire was a typical incorporative state | ""the Russian Empire was a typical incorporative state""",
incorporeal,adjective,without material form or substance [adj.all],"an incorporeal spirit | ""an incorporeal spirit""",immaterial
incorrect,adjective,not correct [adj.all] | not in accord with established usage or procedure [adj.all] | (of a word or expression) not agreeing with grammatical principles [adj.all] | characterized by errors [adj.all],an incorrect calculation | the report in the paper is wrong | your information is wrong | the clock showed the wrong time | found themselves on the wrong road,"wrong, faulty"
incorrigible,adjective,impervious to correction by punishment [adj.all],,
incorrupt,adjective,free of corruption or immorality [adj.all] | free of corruption or immorality [adj.all],"a policeman who was incorrupt and incorruptible | ""a policeman who was incorrupt and incorruptible""",
