direction,headword,definition
en,single,single person or thing | being only one; unmarried | single person or thing
en,single-handed,without assistance alone
en,single-handedly,without help from others
en,single-minded,resolved determined
en,singles,a match with one competitor on each side | a match with one competitor on each sideQ
en,singular,singular form (of a word)
en,singultus,hiccup
en,sinister,left of the left side | evil threatening | left | of the left sideQ | evil | threateningQ
en,sinistral,left of the left side | left | of the left side
en,sink in,to become clear be fully understood
en,sink or swim,to succeed or fail
en,sinkage,sunken area; process of sinking
en,sinner,an evildoer a wrongdoer
en,sinnet,braided cordage (used on ships)
en,sinuate,curving sinuous | to bend to curve | to bend | to curve
en,sinuous,curving having many turns
en,sinus,a cavity within a bone or other tissue
en,Sioux,member of a group of North American Indian people
en,sir,polite address for a man
en,sire,to father offspring | respectful form of address for a man of rank | a father; a forefather | a father; a forefatherF
en,siren#1,device that produces sound of warning
en,siren#2,creature with the head of a woman and a body of a bird (Greek mythology); seductive woman
en,siriasis,sunstroke
en,Sirius,the Dog Star
en,sirrah,a term of address to a man or boy; usu. expressing contempt or anger
en,sismotherapy,vibratory massage
en,sissy,cowardly fearful timid
en,Sistine Chapel,the main chapel of the Vatican in Rome
en,Sisyphus,a king in ancient Greece
en,sit in for,to substitute to take smo's place
en,sit in judgment,to judge
en,sit-in,a stay-in strike
en,sitiology,the study of food and nourishment
en,sitting duck,an easy target
en,Sivan,the ninth month of the Hebrew calendar
en,Sivanthe ninth month of the Hebrew calendar,Siwan
en,Siwa Oasis,an oasis in Egypt
en,six,the number
en,six shooter,a revolver having six chambers for bullets
en,six-pack,a group of six bottles or cans; array of six bulges of human rectus abdominis muscle
en,sixth,one of 6 equal parts 1/6 | ordinal number matching the number 6 in a series
en,sixties,the decade from 60 to
en,sixtieth,one of 60 equal parts 1/60 | ordinal number matching the number 60 in a series
en,sixty,the number
en,sizar,student that receives financial help from the college
en,size,type of adhesive | magnitude extent | magnitude | extentF
en,size up,to scrutinize to assess to look at searchingly
en,sizeable,fairly large hefty
en,sizeableness,largeness the quality of being large in size or extent
en,sizzle,to fry with a sizzling noise | sizzling noise | to fry with a sizzling noise
en,sizzler,very hot day
en,skedaddle,to leave quickly to run away | an escape a hasty flight | to leave quickly | to run away
en,skeeter#1,a mosquito
en,skeevy,disgusting or distasteful
en,skein,a coil of thread or yarn
en,skeletonize,to reduce to outline briefly | to turn into a skeleton | to reduce | to outline brieflyskeletonise
en,skelp,to slap to smack | a slap a smack | to slap | to smack
en,skep,a wicker | a straw beehive
en,skeptic,sceptic
en,skepticism,scepticism
en,sketch,a drawing a rough draft; a brief description
en,sketchy,sketchier sketchiest | sketchier | sketchiest
en,skewbald,having colored patches (esp. of a horse)
en,skiagraphy,radiography
en,skiddoo,to leave quickly
en,skiff,a small boat
en,skill,ability dexterity
en,skilled,having skill experienced
en,skillful,having skill; done with skill | having skill; done with skillskilfulQ
en,skim,to steal or embezzle (money) in small amounts over a period of time | a thin layer of a substance on the surface of a liquid | read (smth) quickly; to glance through quickly to examine hastily | to glide on or just above a surface or through the air | to remove (a substance) from the surface of a liquid
en,skim over,to read superficially
en,skim through,to read superficially
en,skimmer,type of straw hat | utensil used to skim fat from the surface of a liquid | type of straw hat
en,skimp,scanty
en,skimpy,scanty lean
en,skin,skin bottle | to remove the skin from | the outer layer covering the body of human beings and animals; peel (of fruits and vgetables); leather
en,skin flick,pornographic movie
en,skin-deep,superficial
en,skinflint,a miserly person
en,skink,type of lizard
en,skinny,miserly | skinnier skinniest
en,skinny dipping,nude swimming
en,skip,a bounce a jump | to leave to omit; to hop
en,skipper,captain of a ship
en,skirmish,to clash to fight | a clash a dispute a fight
en,skirr,to move fast
en,skirt,part of a garment below the waist | to pass around | to dodge try to avoid (a duty a question etc.) | a garment hanging from the waist | a garment hanging from the waistL
en,skit,a short comedy scene
en,skoal,cheers (said before drink in honor of smo)
en,Skopje,Capital of Macedonia
en,skulduggery,trickery deception
en,skulk,smo who lurks or practices evasion | to move stealthily or in a secretive manner; to avoid work or responsibility
en,skunk,contemptible person | to defeat | small mammal that can secrete an intensely malodorous fluid
en,sky,to hang (smth) high up | to throw up into the air (e.g. a ball) | to hang (smth) high upF
en,sky pilot,a priest | a pilot
en,skyey,resembling the sky of the sky
en,skyrocket,to rise abruptly | a missile a rocket
en,slab,to cut slabs from; to cover with slabs | board thick flat piece of material
en,slack,lacking in rigor or strictness | not tense or taut | not tense or tautslacker | slackestB
en,slack off,to decrease in intensity to abate | to shirk a duty; to become lazy
en,slack-jawed,open-mouthed having the lower jaw dropped (indicating astonishment or stupidity
en,slacklacking in rigor or strictness,slacker | slackestB
en,slacks,casual trousers
en,slain,killed murdered
en,slake,to abate to quench to satisfy (e.g. thirst)
en,slam,to strike violently to bang; to shut forcefully (e.g. a door) | to criticize severely | to criticize severelyB
en,slander,to defame to smear | defamation
en,slanted,biased favoring one side over the other | sloping slanting | biased | favoring one side over the otherB | B | sloping | slantingB | B |
en,slantways,at a slant
en,slantwise,slanting
en,slap,to slap to smack | a smack a box on the ear | to slap | to smackB
en,slap-up,great very good
en,slash,a dramatic reduction | the punctuation mark '/' | a cut a gash | to cut to gash
en,slat,a spline a thin strip (e.g. of wood)
en,slate,to designate; to schedule | to cover with slate | to criticize severely | list of candidates | grey rock used for roofing | to criticize severelyM
en,slather,a large amount | to spread thickly | to spread thickly
en,slattern,an untidy woman | slovenly; dirty untidy | a prostitute
en,slatternly,dirty untidy
en,slaughterhouse,a place where animals are slaughtered
en,slaughterous,murderous sanguinary | murderous | sanguinary
en,slave,to work very hard | smo owned by others and is forced to work for them; smo dominated by smo or smth | to work very hardM
en,slave away,to work very hard
en,Slavic,the Slavic languages | of the Slavic peoples or languages
en,slaw,coleslaw
en,slay,to kill violently | to kill violentlyMslewslain
en,sleazy,sleazier sleaziest
en,sledding,progress toward a goal | riding on a sled using a sled | progress toward a goal
en,sleek,streamlined | to make sleek | elegant | smooth glossy
en,sleekelegant,sleeker | sleekestR
en,sleeken,to make (smth) sleek to smooth
en,sleeksmooth glossy,sleeker | sleekestR
en,sleekstreamlined,sleeker | sleekestR
en,sleep,to be asleep; be able to accommodate for sleeping | slumber state of rest without consciousness to outside world
en,sleep deeply,to sleep soundly
en,sleep in,to sleep later than usual
en,sleep like a log,to sleep deeply
en,sleep like a top,to sleep deeply
en,sleep soundly,to sleep deeply
en,sleep together,to have sexual intercourse
en,sleeper,a railroad sleeping car | railway sleeper railroad tie | smo who sleeps | railway sleeper | railroad tie
en,sleeping,state of being asleep
en,sleeping partner,a passive partner partner that plays no active part
en,sleepless,awake watchful; insomniac; without sleep
en,sleepto be asleep; be able to accommodate for sleepingR,sleptslept
en,sleepwalking,walking while sleeping | walking while sleepingR
en,sleepy,drowsy ready to sleep | inactive sluggish | drowsy | ready to sleepsleepier | sleepiest
en,sleepyhead,drowsy person
en,sleet,thin ice coating (formed by sleet) | rain that contains ice or snow mixture of rain and snow
en,sleeve,protective cover | to fit with sleeves | part of the shirt covering the arm
en,sleight,dexterity; deception trick
en,slender,(make ~) | scant barely sufficient | thin delicate
en,slenderscant barely sufficient,slenderer | slenderest
en,slenderthin delicate,slenderer | slenderest
en,slept,slept
en,sleuth,a detective; a sleuthhound a dog used for tracking or pursuing | to watch or inquire secretlyb
en,sleuthhound,a dog used for tracking or pursuing; a detective
en,sleuthing,detective work
