headword,definition
lamellibranchia,[noun] oysters [noun.animal]
lamellicorn beetle,[noun] beetle having antennae with hard platelike terminal segments [noun.animal]
lamellicornia,[noun] scarabaeid beetles and stag beetles [noun.animal]
lamely,[adverb] in a weak and unconvincing manner [adv.all]
lameness,[noun] disability of walking due to crippling of the legs or feet [noun.state] | an imperfection or defectiveness [noun.state]
lament,[noun] a cry of sorrow and grief [noun.communication] | a song or hymn of mourning composed or performed as a memorial to a dead person [noun.communication] | a mournful poem [noun.communication] | express grief verbally [verb.emotion] | regret strongly [verb.communication]
lamentable,[adjective] bad [adj.all]
lamentably,[adverb] in an unfortunate or deplorable manner [adv.all]
lamentation,[noun] a cry of sorrow and grief [noun.communication] | the passionate and demonstrative activity of expressing grief [noun.act]
lamentations,[noun] an Old Testament book lamenting the desolation of Judah after the destruction of Jerusalem in 586 BC [noun.communication]
lamented,[adjective] mourned or grieved for [adj.all]
lamenter,[noun] a person who is feeling grief (as grieving over someone who has died) [noun.person]
lamenting,[adjective] vocally expressing grief or sorrow or resembling such expression [adj.all]
lamia,[noun] (folklore) a corpse that rises at night to drink the blood of the living [noun.person]
lamiaceae,[noun] a large family of aromatic herbs and shrubs having flowers resembling the lips of a mouth and four-lobed ovaries yielding four one-seeded nutlets and including mint [noun.plant]
lamina,[noun] a thin plate or layer (especially of bone or mineral) [noun.body]
lamina arcus vertebrae,[noun] lamina of the vertebral arch [noun.body]
laminal,[adjective] arranged in or consisting of laminae [adj.all]
laminar,[adjective] arranged in or consisting of laminae [adj.all]
laminar flow,[noun] nonturbulent streamline flow in parallel layers (laminae) [noun.phenomenon]
laminar flow clean room,[noun] a clean room free of all extraneous particles [noun.artifact]
laminaria,[noun] type genus of the family Laminariaceae: perennial brown kelps [noun.animal]
laminariaceae,[noun] large family of marine brown algae including many economically important large kelps chiefly of northern waters [noun.animal]
laminariales,[noun] in some classifications coextensive with family Laminariaceae: marine brown algae of cold or polar seas [noun.animal]
laminate,[noun] a sheet of material made by bonding two or more sheets or layers [noun.artifact] | create laminate by bonding sheets of material with a bonding material [verb.creation] | press or beat (metals) into thin sheets [verb.contact] | cover with a thin sheet of non-fabric material [verb.contact] | split (wood) into thin sheets [verb.contact]
laminated glass,[noun] glass made with plates of plastic or resin or other material between two sheets of glass to prevent shattering [noun.substance]
lamination,[noun] a layered structure [noun.artifact] | bonding thin sheets together [noun.act]
laminator,[noun] a person who makes laminates (especially plastic laminates) [noun.person]
laminectomy,[noun] surgical removal of the bony arches on one or more vertebrae [noun.act]
laminitis,[noun] inflammation of the laminated tissue that attaches the hoof to the foot of a horse [noun.state]
lamisil,[noun] an oral antifungal drug (trade name Lamisil) used to treat cases of fungal nail disease [noun.artifact]
lamium,[noun] genus of Old World herbs: dead nettles [noun.plant]
lamium album,[noun] European dead nettle with white flowers [noun.plant]
lamium amplexicaule,[noun] Eurasian plant having toothed leaves and small two-lipped white or purplish-red flowers [noun.plant]
lamivudine,[noun] a nucleoside reverse transcriptase inhibitor that is very effective in combination with zidovudine in treating AIDS and HIV [noun.artifact]
lammas,[noun] commemorates Saint Peter's miraculous deliverance from prison [noun.time]
lammas day,[noun] commemorates Saint Peter's miraculous deliverance from prison [noun.time]
lammastide,[noun] the season of Lammas [noun.time]
lammergeier,[noun] the largest Eurasian bird of prey [noun.animal]
lammergeyer,[noun] the largest Eurasian bird of prey [noun.animal]
lamna,[noun] a genus of Lamnidae [noun.animal]
lamna nasus,[noun] voracious pointed-nose shark of northern Atlantic and Pacific [noun.animal]
lamnidae,[noun] oceanic sharks [noun.animal]
lamp,[noun] an artificial source of visible illumination [noun.artifact] | a piece of furniture holding one or more electric light bulbs [noun.artifact]
lamp chimney,[noun] a glass flue surrounding the wick of an oil lamp [noun.artifact]
lamp house,[noun] housing that holds a lamp (as in a movie projector) [noun.artifact]
lamp housing,[noun] housing that holds a lamp (as in a movie projector) [noun.artifact]
lamp oil,[noun] a flammable hydrocarbon oil used as fuel in lamps and heaters [noun.substance]
lamp shade,[noun] a protective ornamental shade used to screen a light bulb from direct view [noun.artifact]
lamp shell,[noun] marine animal with bivalve shell having a pair of arms bearing tentacles for capturing food [noun.animal]
lampblack,[noun] a black colloidal substance consisting wholly or principally of amorphous carbon and used to make pigments and ink [noun.substance]
lamper eel,[noun] primitive eellike freshwater or anadromous cyclostome having round sucking mouth with a rasping tongue [noun.animal]
lamphouse,[noun] housing that holds a lamp (as in a movie projector) [noun.artifact]
lamplight,[noun] light from a lamp [noun.phenomenon]
lamplighter,[noun] (when gas was used for streetlights) a person who lights and extinguishes streetlights [noun.person]
lamplit,[adjective] lighted by a lamp [adj.all]
lampoon,[noun] ridicule with satire [verb.communication]
lampoon artist,[noun] a cartoonist who draws parodies or satirical renditions of cultural or social or political situations [noun.person]
lampooner,[noun] mimics literary or musical style for comic effect [noun.person]
lamppost,[noun] a metal post supporting an outdoor lamp (such as a streetlight) [noun.artifact]
lamprey,[noun] primitive eellike freshwater or anadromous cyclostome having round sucking mouth with a rasping tongue [noun.animal]
lamprey eel,[noun] primitive eellike freshwater or anadromous cyclostome having round sucking mouth with a rasping tongue [noun.animal]
lampridae,[noun] opahs [noun.animal]
lampris,[noun] type genus of the Lampridae [noun.animal]
lampris guttatus,[noun] from Nova Scotia to West Indies and Gulf of Mexico [noun.animal]
lampris regius,[noun] large elliptical brightly colored deep-sea fish of Atlantic and Pacific and Mediterranean [noun.animal]
lampropeltis,[noun] king snakes and milk snakes [noun.animal]
lampropeltis getulus,[noun] widespread in United States except northern regions [noun.animal]
lampropeltis triangulum,[noun] nonvenomous tan and brown king snake with an arrow-shaped occipital spot [noun.animal]
lampshade,[noun] a protective ornamental shade used to screen a light bulb from direct view [noun.artifact]
lampshell,[noun] marine animal with bivalve shell having a pair of arms bearing tentacles for capturing food [noun.animal]
lampyridae,[noun] fireflies [noun.animal]
lan,[noun] a local computer network for communication between computers [noun.artifact]
lanai,[noun] an island of central Hawaii [noun.location] | a veranda or roofed patio often furnished and used as a living room [noun.artifact]
lanai island,[noun] an island of central Hawaii [noun.location]
lanate,[adjective] covered with dense cottony hairs or hairlike filaments [adj.all]
lancashire,[noun] a historical area of northwestern England on the Irish Sea [noun.location]
lancaster,[noun] a city in northwestern England [noun.location] | the English royal house that reigned from 1399 to 1461 [noun.group]
lancastrian,[noun] a member (or supporter) of the house of Lancaster [noun.person] | a resident of Lancaster [noun.person] | of or relating to the former English royal house or their supporters [adj.pert] | of or relating to the English city of Lancaster or its residents [adj.pert]
lancastrian line,[noun] the English royal house that reigned from 1399 to 1461 [noun.group]
lance,"[noun] a long pointed rod used as a tool or weapon [noun.artifact] | an implement with a shaft and barbed point used for catching fish [noun.artifact] | a surgical knife with a pointed double-edged blade [noun.artifact] | move quickly, as if by cutting one's way [verb.motion] | pierce with a lance, as in a knights' fight [verb.contact] | open by piercing with a lancet [verb.contact]"
lance corporal,[noun] an enlisted man in the marine corps ranking above a private first class and below a corporal [noun.person]
lance-shaped,[adjective] shaped like a lance [adj.all]
lancelet,[noun] small translucent lancet-shaped burrowing marine animal [noun.animal]
lancelike,[adjective] (of a leaf shape) shaped like a lance head [adj.all]
lancelot,[noun] (Arthurian legend) one of the knights of the Round Table [noun.person]
lanceolate,[adjective] (of a leaf shape) shaped like a lance head [adj.all]
lanceolate leaf,[noun] a leaf shaped like a lance head [noun.plant]
lanceolate spleenwort,[noun] a spleenwort of western Europe [noun.plant]
lancer,[noun] (formerly) a cavalryman armed with a lance [noun.person]
lancers,[noun] a quadrille for 8 or 16 couples [noun.act]
