Source,Headword,Definition
Turkce Arapca,ttarassut,"araphr: ط±ظژظ‚ظژط§ط¨ظژط© arap: ط±ظ‚ط§ط¨ط© turk: tarassut turan: Gأ¶zleme, gأ¶zetleme"
Turkce Arapca,htarator,araphr: ظ…ظڈط´ظژظ‡ظ‘ظچ arap: ظ…ط´ظ‡ turk: tarator turan: Bir أ§eإںit meze
Turkce Arapca,ltarator,araphr: ظ…ظڈظ‚ظژط¨ظ‘ظگظ„ arap: ظ…ظ‚ط¨ظ„ turk: tarator turan: Bir أ§eإںit meze
Turkce Arapca,qtaravet,"araphr: ط·ظژط±ظژط§ظˆظژط© arap: ط·ط±ط§ظˆط© turk: taravet turan: Kأ¶rpelik, tazelik."
Turkce Arapca,itaravet,"araphr: ط؛ظڈط¶ظ‘ظژط© arap: ط؛ط¶ط© turk: taravet turan: Kأ¶rpelik, tazelik."
Turkce Arapca,mtaravet,"araphr: ظ†ظژط¶ظ’ط±ظژط© arap: ظ†ط¶ط±ط© turk: taravet turan: Kأ¶rpelik, tazelik."
Turkce Arapca,dtarh,araphr: طھظژظƒظ’ظ„ظگظٹظپ arap: طھظƒظ„ظٹظپ turk: tarh turan: Vergi koyma.
Turkce Arapca,ztarih,araphr: ظ…ظگظٹظ‚ط§طھ arap: ظ…ظٹظ‚ط§طھ turk: tarih turan: Bir olayؤ±n zamanؤ±nؤ± bildiren sأ¶z
Turkce Arapca,ttarih,araphr: ظˆظژظ‚ظ’طھ arap: ظˆظ‚طھ turk: tarih turan: Bir olayؤ±n zamanؤ±nؤ± bildiren sأ¶z
Turkce Arapca,xtarihli,araphr: ظ…ظڈط¤ظژط±ظ‘ظژط® arap: ظ…ط¤ط±ط® turk: tarihli turan: Herhangi bir tarih taإںؤ±yan
Turkce Arapca,ktarihsel,araphr: طھط§ط±ظگظٹط®ظگظٹظ‘ arap: طھط§ط±ظٹط®ظٹ turk: tarihsel turan: Tarihi.
Turkce Arapca,Wtarik,araphr: ط·ظژط±ظگظٹظ‚ arap: ط·ط±ظٹظ‚ turk: tarik turan: yol
Turkce Arapca,qtarla kuÅu,araphr: ظ‚ظڈط¨ظ‘ظژط±ظژط© arap: ظ‚ط¨ط±ط© turk: tarla kuإںu turan: أ‡ayؤ±r kuإںu
Turkce Arapca,etartÄ±,araphr: ظ…ظگظٹط²ط§ظ† arap: ظ…ظٹط²ط§ظ† turk: tartؤ± turan: Tartma aleti.
Turkce Arapca,tartÄ±Åma,araphr: طھظژط¬ظژط§ط¯ظڈظ„ arap: طھط¬ط§ط¯ظ„ turk: tartؤ±إںma turan: Dأ¼إںأ¼ncelerini karإںؤ±lؤ±klؤ± savunma.
Turkce Arapca,ntarz,"araphr: ط·ظگط±ظژط§ط² arap: ط·ط±ط§ط² turk: tarz turan: Davranؤ±إں biأ§imi, أ¼slأ»p."
Turkce Arapca,rtarz,"araphr: ظ…ظڈظˆط¯ظگظٹظ„ arap: ظ…ظˆط¯ظٹظ„ turk: tarz turan: Davranؤ±إں biأ§imi, أ¼slأ»p."
Turkce Arapca,jtarz,"araphr: ظ†ظژظ…ظژط· arap: ظ†ظ…ط· turk: tarz turan: Davranؤ±إں biأ§imi, أ¼slأ»p."
Turkce Arapca,ktas,araphr: ط¬ظژط§ظ… arap: ط¬ط§ظ… turk: tas turan: ؤ°أ§ine sulu إںeyler konulan kap.
Turkce Arapca,itas,araphr: ط·ط§ط³ arap: ط·ط§ط³ turk: tas turan: ؤ°أ§ine sulu إںeyler konulan kap.
Turkce Arapca,otas,araphr: ط·ط§ط³ظژط© arap: ط·ط§ط³ط© turk: tas turan: ؤ°أ§ine sulu إںeyler konulan kap.
Turkce Arapca,mtas,araphr: ظ‚ظژط¯ظژط­ arap: ظ‚ط¯ط­ turk: tas turan: ؤ°أ§ine sulu إںeyler konulan kap.
Turkce Arapca,Ztasa,araphr: ط£ظژط³ظگظٹظژ arap: ط£ط³ظٹ turk: tasa turan: أœzأ¼ntأ¼.
Turkce Arapca,tasalanmak,"araphr: ط§ظگط؛ظ’طھظژظ…ظ‘ظژ arap: ط§ط؛طھظ… turk: tasalanmak turan: أœzأ¼lmek, kaygؤ±lanmak."
Turkce Arapca,ktasallut,araphr: ط¥ظگط²ظ’ط¹ط§ط¬ arap: ط¥ط²ط¹ط§ط¬ turk: tasallut turan: Musallat olma
Turkce Arapca,stasallut,araphr: ظ…ظڈط¶ظژط§ظٹظژظ‚ظژط© arap: ظ…ط¶ط§ظٹظ‚ط© turk: tasallut turan: Musallat olma
Turkce Arapca,btasalÄ±,araphr: ط­ظژط²ظٹظ† arap: ط­ط²ظٹظ† turk: tasalؤ± turan: Tasasؤ± olan
Turkce Arapca,htasalÄ±,araphr: ظ…ظڈط؛ظ’طھظژظ…ظ‘ arap: ظ…ط؛طھظ… turk: tasalؤ± turan: Tasasؤ± olan
Turkce Arapca,tasarruflu,araphr: ظ…ظڈظ‚ظ’طھظژطµظگط¯ arap: ظ…ظ‚طھطµط¯ turk: tasarruflu turan: Parasؤ±nؤ± dikkatli harcayan
Turkce Arapca,qtasarÄ±,"araphr: طھظژطµظژظˆظ‘ظڈط± arap: طھطµظˆط± turk: tasarؤ± turan: Proje, zihindeki plan"
Turkce Arapca,ktasarÄ±,"araphr: ط®ظڈط·ظ‘ظژط© arap: ط®ط·ط© turk: tasarؤ± turan: Proje, zihindeki plan"
Turkce Arapca,htasavvur,araphr: طھظژط®ظژظٹظ‘ظڈظ„ arap: طھط®ظٹظ„ turk: tasavvur turan: Hayal etme
Turkce Arapca,dtasavvur,araphr: ظپظگظƒظ’ط±ظژط© arap: ظپظƒط±ط© turk: tasavvur turan: Tasarؤ±m
Turkce Arapca,ytasdik,"araphr: ط¥ظگظ‚ظ’ط±ط§ط± arap: ط¥ظ‚ط±ط§ط± turk: tasdik turan: Doؤںrulama veya onay, onaylama."
Turkce Arapca,otasdikli,araphr: طھظژظˆظ’ط«ظگظٹظ‚ظگظٹظ‘ arap: طھظˆط«ظٹظ‚ظٹ turk: tasdikli turan: Onaylؤ±
Turkce Arapca,ctasdikli,araphr: ظ…ظڈط¨ظ’ط±ظژظ… arap: ظ…ط¨ط±ظ… turk: tasdikli turan: Onaylؤ±
Turkce Arapca,utasfiye,"araphr: طھظژطµظ’ظپظگظٹظژط© arap: طھطµظپظٹط© turk: tasfiye turan: Ayؤ±klama, temizleme."
Turkce Arapca,stasfiye,"araphr: طھظژط·ظ’ظ‡ظگظٹط± arap: طھط·ظ‡ظٹط± turk: tasfiye turan: Ayؤ±klama, temizleme."
Turkce Arapca,etashih,araphr: طھظژط³ظ’ط¯ظگظٹط¯ arap: طھط³ط¯ظٹط¯ turk: tashih turan: Dأ¼zeltme
Turkce Arapca,ptasnif,"araphr: طھظژطµظ’ظ†ظگظٹظپ arap: طھطµظ†ظٹظپ turk: tasnif turan: Bأ¶lأ¼mleme, ayؤ±rma"
Turkce Arapca,ntasnif,"araphr: طھظ†ظ’ط³ظگظٹظ‚ arap: طھظ†ط³ظٹظ‚ turk: tasnif turan: Bأ¶lأ¼mleme, ayؤ±rma"
Turkce Arapca,btastamam,araphr: ظ„ط§ط²ظگظ… arap: ظ„ط§ط²ظ… turk: tastamam turan: أ‡ok uygun
Turkce Arapca,jtastamam,araphr: ظ…ظڈظ„ظژط§ط¦ظگظ… arap: ظ…ظ„ط§ط¦ظ… turk: tastamam turan: أ‡ok uygun
Turkce Arapca,gtasvip,araphr: طھظژطµظ’ط¯ظگظٹظ‚ arap: طھطµط¯ظٹظ‚ turk: tasvip turan: Uygun bulma
Turkce Arapca,ctasvir,araphr: طھظژط®ظژظٹظ‘ظڈظ„ arap: طھط®ظٹظ„ turk: tasvir turan: Tasarlama
Turkce Arapca,Xtasvir,araphr: ط±ظژط³ظ’ظ… arap: ط±ط³ظ… turk: tasvir turan: Resim.
Turkce Arapca,wtat,"araphr: ط·ظژط¹ظ’ظ… arap: ط·ط¹ظ… turk: tat turan: Tat alma organؤ± أ¼stأ¼ndeki duyum, lezzet."
Turkce Arapca,ktatbik,"araphr: ط¥ظگط¬ظ’ط±ط§ط، arap: ط¥ط¬ط±ط§ط، turk: tatbik turan: Uygulama, pratik."
Turkce Arapca,mtatbik,"araphr: طھظژط·ظ’ط¨ظگظٹظ‚ arap: طھط·ط¨ظٹظ‚ turk: tatbik turan: Uygulama, pratik."
Turkce Arapca,btatil,araphr: ط¥ظگط¨ظژط§ط­ظژط© arap: ط¥ط¨ط§ط­ط© turk: tatil turan: Dinlenme
Turkce Arapca,ftatlÄ±,araphr: ط­ظڈظ„ظ’ظˆ arap: ط­ظ„ظˆ turk: tatlؤ± turan: إںeker tadؤ±nda olan
Turkce Arapca,rtatlÄ±lÄ±kla,araphr: ط³ظگظ„ظ’ظ…ظگظٹظ‘ arap: ط³ظ„ظ…ظٹ turk: tatlؤ±lؤ±kla turan: Tatlؤ± dille
Turkce Arapca,vtatmak,araphr: طھظژط·ظژط¹ظ‘ظژظ…ظژ arap: طھط·ط¹ظ… turk: tatmak turan: Bir إںeyin tadؤ±nؤ± almak.
Turkce Arapca,jtatmak,araphr: ط¯ط§ظ‚ظژ arap: ط¯ط§ظ‚ turk: tatmak turan: Bir إںeyin tadؤ±nؤ± almak.
Turkce Arapca,ntatmak,araphr: ط·ظژط¹ظگظ…ظژ arap: ط·ط¹ظ… turk: tatmak turan: Bir إںeyin tadؤ±nؤ± almak.
Turkce Arapca,otatmin,araphr: ط±ظگط¶ظژط§ط، arap: ط±ط¶ط§ط، turk: tatmin turan: Doyum derecesine ulaإںma.
Turkce Arapca,itatmin,araphr: ط±ط¶ظ‹ظ‰ arap: ط±ط¶ظ‰ turk: tatmin turan: Doyum derecesine ulaإںma.
Turkce Arapca,ktatmin,araphr: ط´ظگط¨ظژط¹ arap: ط´ط¨ط¹ turk: tatmin turan: Doyum derecesine ulaإںma.
Turkce Arapca,tatminkÃ¢r,araphr: ظ…ظژظ‚ظ’ط¨ظڈظˆظ„ arap: ظ…ظ‚ط¨ظˆظ„ turk: tatminkأ¢r turan: Tatmin edici أ¶zellikte olan.
Turkce Arapca,ptatsÄ±zlaÅmak,araphr: ط®ظژظ„ظژط§ arap: ط®ظ„ط§ turk: tatsؤ±zlaإںmak turan: Tadؤ± azalmak.
Turkce Arapca,ytatsÄ±zlÄ±k,araphr: طھظژظپظژط§ظ‡ظژط© arap: طھظپط§ظ‡ط© turk: tatsؤ±zlؤ±k turan: tatsؤ±z olma durumu
Turkce Arapca,ftava,araphr: ط·ط§ط¬ظگظ† arap: ط·ط§ط¬ظ† turk: tava turan: Uzun saplؤ± yayvan kap
Turkce Arapca,ntava,araphr: ط·ظژظˆظژط§ظٹظژط© arap: ط·ظˆط§ظٹط© turk: tava turan: Uzun saplؤ± yayvan kap
Turkce Arapca,ltava,araphr: ظ…ظگظ‚ظ’ظ„ط§ط© arap: ظ…ظ‚ظ„ط§ط© turk: tava turan: Uzun saplؤ± yayvan kap
Turkce Arapca,jtava,araphr: ظ…ظگظ‚ظ’ظ„ظ‹ظ‰ arap: ظ…ظ‚ظ„ظ‰ turk: tava turan: Uzun saplؤ± yayvan kap
Turkce Arapca,vtavaf,araphr: طھظژط¬ظ’ظˆط§ظ„ arap: طھط¬ظˆط§ظ„ turk: tavaf turan: Kutsal bir yeri ziyaret etmek.
Turkce Arapca,xtavaf,araphr: طھظژط·ظ’ظˆظگظٹظپ arap: طھط·ظˆظٹظپ turk: tavaf turan: Kutsal bir yeri ziyaret etmek.
Turkce Arapca,ntavaf,araphr: ط¬ظژظˆظ’ط¨ arap: ط¬ظˆط¨ turk: tavaf turan: Kutsal bir yeri ziyaret etmek.
Turkce Arapca,rtavaf,araphr: ط·ظژظˆظژط§ظپ arap: ط·ظˆط§ظپ turk: tavaf turan: Kutsal bir yeri ziyaret etmek.
Turkce Arapca,ktavan,araphr: ط³ظژظ‚ظ’ظپ arap: ط³ظ‚ظپ turk: tavan turan: Bir yapؤ±nؤ±n أ¼st yأ¼zeyi.
Turkce Arapca,otavan,araphr: ط؛ظگظ…ظژط§ط، arap: ط؛ظ…ط§ط، turk: tavan turan: Bir yapؤ±nؤ±n أ¼st yأ¼zeyi.
Turkce Arapca,rtavlamak,araphr: ط£ظژط؛ظ’ظˆظژظ‰ arap: ط£ط؛ظˆظ‰ turk: tavlamak turan: Kandؤ±rؤ±p elde etmek.
Turkce Arapca,dtavlamak,araphr: ط¯ظژظ…ظ‘ظژط«ظژ arap: ط¯ظ…ط« turk: tavlamak turan: Tav vermek
Turkce Arapca,ptavlamak,araphr: ط¶ظژظ„ظ‘ظژظ„ظژ arap: ط¶ظ„ظ„ turk: tavlamak turan: Kandؤ±rؤ±p elde etmek.
Turkce Arapca,btavlamak,araphr: ط·ظژط±ظ‘ظژظ‰ arap: ط·ط±ظ‰ turk: tavlamak turan: Tav vermek
Turkce Arapca,ntavsamak,araphr: ط£ظژظ‡ظ’ظ…ظژظ„ظژ arap: ط£ظ‡ظ…ظ„ turk: tavsamak turan: ؤ°إںi gevإںetmek
Turkce Arapca,xtavsamak,araphr: ط§ظگط³ظ’طھظژط£ظ’ظ†ظژظ‰ arap: ط§ط³طھط£ظ†ظ‰ turk: tavsamak turan: ؤ°إںi gevإںetmek
Turkce Arapca,ptavsamak,araphr: طھظژط«ظژط¨ظ‘ظژط·ظژ arap: طھط«ط¨ط· turk: tavsamak turan: ؤ°إںi gevإںetmek
Turkce Arapca,dtavsamak,araphr: ط±ط§ط«ظژ arap: ط±ط§ط« turk: tavsamak turan: ؤ°إںi gevإںetmek
Turkce Arapca,etavsiye,araphr: ط¥ظگظٹطµط§ط، arap: ط¥ظٹطµط§ط، turk: tavsiye turan: أ–ؤںأ¼tleme
Turkce Arapca,ktavsiye,araphr: طھظژظˆظ’طµظگظٹظژط© arap: طھظˆطµظٹط© turk: tavsiye turan: أ–ؤںأ¼tleme
Turkce Arapca,gtavsiye,araphr: ظˆظژطµظگظٹظ‘ظژط© arap: ظˆطµظٹط© turk: tavsiye turan: أ–ؤںأ¼tleme
Turkce Arapca,ltavÄ±r,"araphr: ظˆظژط¶ظ’ط¹ arap: ظˆط¶ط¹ turk: tavؤ±r turan: Durum, davranؤ±إں, vaziyet"
Turkce Arapca,rtavÅan dudaÄÄ±,araphr: ط¹ظژظ„ظژظ… arap: ط¹ظ„ظ… turk: tavإںan dudaؤںؤ± turan: Yarؤ±k dudak
Turkce Arapca,xtavÅan dudaÄÄ±,araphr: ط¹ظڈظ„ظ’ظ…ظژط© arap: ط¹ظ„ظ…ط© turk: tavإںan dudaؤںؤ± turan: Yarؤ±k dudak
Turkce Arapca,etayf,"araphr: ط®ظژظٹظژط§ظ„ arap: ط®ظٹط§ظ„ turk: tayf turan: Gأ¶rأ¼ntأ¼, hayalet"
Turkce Arapca,ktayf,"araphr: ط®ظژظٹظژط§ظ„ظژط© arap: ط®ظٹط§ظ„ط© turk: tayf turan: Gأ¶rأ¼ntأ¼, hayalet"
Turkce Arapca,ttayin,"araphr: طھظژط­ظ’ط¯ظگظٹط¯ arap: طھط­ط¯ظٹط¯ turk: tayin turan: Belirtme, kararlaإںtؤ±rma."
Turkce Arapca,etayyare,araphr: ط·ظژظٹظ‘ظژط§ط±ظژط© arap: ط·ظٹط§ط±ط© turk: tayyare turan: Uأ§ak
Turkce Arapca,Wtaze,araphr: ط­ظژط¯ظگظٹط« arap: ط­ط¯ظٹط« turk: taze turan: Yeni.
Turkce Arapca,mtaze,"araphr: ط·ط§ط²ظژط¬ arap: ط·ط§ط²ط¬ turk: taze turan: Bozulmamؤ±إں, bayatlamamؤ±إں."
Turkce Arapca,otaze,"araphr: ط؛ظژط±ظگظٹط¶ arap: ط؛ط±ظٹط¶ turk: taze turan: Bozulmamؤ±إں, bayatlamamؤ±إں."
Turkce Arapca,gtaze,"araphr: ط؛ظژط¶ظ‘ arap: ط؛ط¶ turk: taze turan: Bozulmamؤ±إں, bayatlamamؤ±إں."
Turkce Arapca,ntazelik,araphr: ط·ظژط±ظژط§ظˆظژط© arap: ط·ط±ط§ظˆط© turk: tazelik turan: Taze olma durumu
Turkce Arapca,ftazelik,araphr: ط؛ظڈط¶ظ‘ظژط© arap: ط؛ط¶ط© turk: tazelik turan: Taze olma durumu
Turkce Arapca,staziye,araphr: طھظژط£ظ’ط³ظگظٹط© arap: طھط£ط³ظٹط© turk: taziye turan: Baإں saؤںlؤ±ؤںؤ± dileme
Turkce Arapca,utaziye,araphr: طھظژط¹ظ’ط²ظگظٹظژط© arap: طھط¹ط²ظٹط© turk: taziye turan: Baإں saؤںlؤ±ؤںؤ± dileme
Turkce Arapca,jtazyik,"araphr: ط¶ظژظ†ظ’ظƒ arap: ط¶ظ†ظƒ turk: tazyik turan: Sؤ±kؤ±إںtؤ±rma, daraltma"
Turkce Arapca,htazyik,"araphr: ط¶ظگظٹظ‚ arap: ط¶ظٹظ‚ turk: tazyik turan: Sؤ±kؤ±إںtؤ±rma, daraltma"
Turkce Arapca,ptazyikli,araphr: ظ…ظژط¶ظ’ط؛ظڈظˆط· arap: ظ…ط¶ط؛ظˆط· turk: tazyikli turan: Basؤ±nأ§lؤ± olan
Turkce Arapca,xtaÅ,araphr: ظٹظژط´ظ’ط¨ arap: ظٹط´ط¨ turk: taإں turan: Mأ¼cevherlerde kullanؤ±lan kؤ±ymetli nesne
Turkce Arapca,ftaÅak,araphr: ط¨ظژظٹظ’ط¶ظژط© arap: ط¨ظٹط¶ط© turk: taإںak turan: Erkeklik bezi.
Turkce Arapca,taÅikardi,araphr: ط®ظژظپظ’ظ‚ظژط© arap: ط®ظپظ‚ط© turk: taإںikardi turan: Hؤ±zlؤ± kalp أ§arpؤ±ntؤ±sؤ±.
Turkce Arapca,ltaÅkÄ±n,araphr: ظپظژظٹظ’ط¶ arap: ظپظٹط¶ turk: taإںkؤ±n turan: Taإںmؤ±إں durumda olan
Turkce Arapca,rtaÅkÄ±n,araphr: ظپظژظٹظ‘ظژط§ط¶ arap: ظپظٹط§ط¶ turk: taإںkؤ±n turan: Taإںmؤ±إں durumda olan
Turkce Arapca,ztaÅkÄ±n,araphr: ظ…ظڈطھظژط¯ظژظپظ‘ظگظ‚ arap: ظ…طھط¯ظپظ‚ turk: taإںkؤ±n turan: Taإںmؤ±إں durumda olan
Turkce Arapca,dtaÅlama,araphr: ط±ظژط¬ظ’ظ… arap: ط±ط¬ظ… turk: taإںlama turan: taإںlamak iإںi
Turkce Arapca,etaÅÄ±ma,araphr: ط³ظژظˆظ’ظ‚ arap: ط³ظˆظ‚ turk: taإںؤ±ma turan: taإںؤ±mak iإںi.
Turkce Arapca,ptaÅÄ±macÄ±lÄ±k,araphr: ظ†ظژظ‚ظ’ظ„ arap: ظ†ظ‚ظ„ turk: taإںؤ±macؤ±lؤ±k turan: Nakliyecilik
Turkce Arapca,taÅÄ±mak,araphr: ط³ظژظˆظ’ظ‚ arap: ط³ظˆظ‚ turk: taإںؤ±mak turan: Bir إںeyi bir yerden bir yere gأ¶tأ¼rmek
Turkce Arapca,taÅÄ±nmak,araphr: طھظژظ†ظژظ‚ظ‘ظژظ„ظژ arap: طھظ†ظ‚ظ„ turk: taإںؤ±nmak turan: Taإںؤ±mak iإںi yapؤ±lmak.
Turkce Arapca,utaÅÄ±yÄ±cÄ±,araphr: ط´ط§ط­ظگظ† arap: ط´ط§ط­ظ† turk: taإںؤ±yؤ±cؤ± turan: Taإںؤ±ma iإںini yapan
Turkce Arapca,ytaÅÄ±yÄ±cÄ±,araphr: ط´ظژظٹظ‘ظژط§ظ„ arap: ط´ظٹط§ظ„ turk: taإںؤ±yؤ±cؤ± turan: Taإںؤ±ma iإںini yapan
Turkce Arapca,Xte,araphr: ط£ظژظٹظ’ط¶ظ‹ط§ arap: ط£ظٹط¶ط§ turk: te turan: ..de\ da
Turkce Arapca,itebdil,araphr: طھظژط­ظ’ظˆظگظٹط± arap: طھط­ظˆظٹط± turk: tebdil turan: Deؤںiإںtirme.
Turkce Arapca,Uteber,araphr: ظپظژط£ظ’ط³ arap: ظپط£ط³ turk: teber turan: Balta
Turkce Arapca,eteberru,araphr: ط¥ظگط¹ظ’ط·ط§ط، arap: ط¥ط¹ط·ط§ط، turk: teberru turan: Baؤںؤ±إں.
Turkce Arapca,cteberru,araphr: ط¥ظ‡ظ’ط¯ط§ط، arap: ط¥ظ‡ط¯ط§ط، turk: teberru turan: Baؤںؤ±إں.
Turkce Arapca,ateberru,araphr: ط¹ظژط·ظژط§ط، arap: ط¹ط·ط§ط، turk: teberru turan: Baؤںؤ±إں.
Turkce Arapca,ftebligat,araphr: ط¥ظگط¨ظ’ظ„ط§ط؛ arap: ط¥ط¨ظ„ط§ط؛ turk: tebligat turan: Bildirim
Turkce Arapca,dtebligat,araphr: ط¥ظگظٹط°ط§ظ† arap: ط¥ظٹط°ط§ظ† turk: tebligat turan: Bildirim
Turkce Arapca,htebligat,araphr: طھظژط¨ظ’ظ„ظگظٹط؛ arap: طھط¨ظ„ظٹط؛ turk: tebligat turan: Bildirim
Turkce Arapca,etebrik,araphr: طھظژظ‡ظ’ظ†ظگط¦ظژط© arap: طھظ‡ظ†ط¦ط© turk: tebrik turan: Kutlama
Turkce Arapca,utecavÃ¼zkÃ¢r,araphr: ظ…ظڈطھظژط¹ظژط¯ظ‘ظچ arap: ظ…طھط¹ط¯ turk: tecavأ¼zkأ¢r turan: Tecavأ¼z eden
Turkce Arapca,ftecelli,araphr: طھظژط¬ظژظ„ظ‘ظچ arap: طھط¬ظ„ turk: tecelli turan: Ortaya أ§ؤ±kma
Turkce Arapca,tecessÃ¼s,araphr: طھظژط¬ظژط³ظ‘ظڈط³ arap: طھط¬ط³ط³ turk: tecessأ¼s turan: Kendأ¼nأ¼ أ¼lgilendirmeyen إںeyleri أ¶ؤںrenmeye أ§alؤ±إںmak
Turkce Arapca,atecil,araphr: ط¥ظگط±ظ’ط¬ط§ط، arap: ط¥ط±ط¬ط§ط، turk: tecil turan: Erteleme.
Turkce Arapca,stedavÃ¼l,"araphr: ط³ظژط±ظژظٹط§ظ† arap: ط³ط±ظٹط§ظ† turk: tedavأ¼l turan: sأ¼rأ¼m, geأ§erlilik."
Turkce Arapca,ytedbirli,araphr: ظ…ظڈظ‚ظ’طھظژطµظگط¯ arap: ظ…ظ‚طھطµط¯ turk: tedbirli turan: أ–nceden hazؤ±rlؤ±klؤ±.
Turkce Arapca,tedbirsiz,araphr: ط£ظژظ‡ظ’ظˆظژط¬ arap: ط£ظ‡ظˆط¬ turk: tedbirsiz turan: zamanؤ±nda أ¶nlemini almayan.
Turkce Arapca,utedbirsizlik,araphr: ط®ظگظپظ‘ظژط© arap: ط®ظپط© turk: tedbirsizlik turan: Tedbirsiz olma durumu
Turkce Arapca,stedbirsizlik,araphr: ط·ظژظٹظ’ط´ arap: ط·ظٹط´ turk: tedbirsizlik turan: Tedbirsiz olma durumu
Turkce Arapca,jtedhiÅ,araphr: ط¥ظگط®ظژط§ظپظژط© arap: ط¥ط®ط§ظپط© turk: tedhiإں turan: Korku salma.
Turkce Arapca,wtedirgin,araphr: ظ…ظڈطھظژط¶ظژط§ظٹظگظ‚ arap: ظ…طھط¶ط§ظٹظ‚ turk: tedirgin turan: Huzuru kaأ§mؤ±إں.
Turkce Arapca,utedirgin,araphr: ظ…ظڈطھظژظƒظژط¯ظ‘ظگط± arap: ظ…طھظƒط¯ط± turk: tedirgin turan: Huzuru kaأ§mؤ±إں.
Turkce Arapca,xtedirginlik,araphr: ط¥ظگط±ظ’ط¨ط§ظƒ arap: ط¥ط±ط¨ط§ظƒ turk: tedirginlik turan: Tedirgin olma durumu
Turkce Arapca,ztedirginlik,araphr: ط¨ظژظ„ظ’ط¨ظژط§ظ„ arap: ط¨ظ„ط¨ط§ظ„ turk: tedirginlik turan: Tedirgin olma durumu
Turkce Arapca,ttedirginlik,araphr: ط¨ظ„ط¨ظ„ط© arap: ط¨ظ„ط¨ظ„ط© turk: tedirginlik turan: Tedirgin olma durumu
Turkce Arapca,ptedirginlik,araphr: ط¬ظژط£ظ’ط´ arap: ط¬ط£ط´ turk: tedirginlik turan: Tedirgin olma durumu
Turkce Arapca,itedrisat,araphr: طھظژط«ظ’ظ‚ظگظٹظپ arap: طھط«ظ‚ظٹظپ turk: tedrisat turan: أ–ؤںretim
Turkce Arapca,oteessÃ¼f,"araphr: طھظژط£ظژط³ظ‘ظڈظپ arap: طھط£ط³ظپ turk: teessأ¼f turan: Acؤ±nma, yerinme."
Turkce Arapca,ateessÃ¼r,araphr: ط؛ظڈطµظ‘ظژط© arap: ط؛طµط© turk: teessأ¼r turan: أœzأ¼lme.
Turkce Arapca,Utef,araphr: ط¯ظڈظپظ‘ arap: ط¯ظپ turk: tef turan: Zilli أ§algؤ±
Turkce Arapca,dtefrik,araphr: طھظژظپظ’ط±ظگظٹظ‚ arap: طھظپط±ظٹظ‚ turk: tefrik turan: Ayؤ±rma.
Turkce Arapca,btefriÅ,araphr: ظپظژط±ظ’ط´ arap: ظپط±ط´ turk: tefriإں turan: Dأ¶إںeme iإںi.
Turkce Arapca,etefsir,araphr: طھظژط£ظ’ظˆظگظٹظ„ arap: طھط£ظˆظٹظ„ turk: tefsir turan: Yorumlama
Turkce Arapca,gtefsir,araphr: طھظژط±ظ’ط¬ظژظ…ظژط© arap: طھط±ط¬ظ…ط© turk: tefsir turan: Yorumlama
Turkce Arapca,mteftiÅ,"araphr: ط±ظڈط¤ظ’ظٹظژط© arap: ط±ط¤ظٹط© turk: teftiإں turan: Denetleme, denetim."
Turkce Arapca,iteftiÅ,"araphr: ط±ط§ط¦ظگط² arap: ط±ط§ط¦ط² turk: teftiإں turan: Denetleme, denetim."
Turkce Arapca,btehdit,araphr: طھظژظ‡ظژط¯ظ‘ظڈط¯ arap: طھظ‡ط¯ط¯ turk: tehdit turan: Korkutma
Turkce Arapca,dtehdit,araphr: طھظژظ‡ظ’ط¯ظگظٹط¯ arap: طھظ‡ط¯ظٹط¯ turk: tehdit turan: Korkutma
Turkce Arapca,ctehir,araphr: ط¥ظگط±ظ’ط¬ط§ط، arap: ط¥ط±ط¬ط§ط، turk: tehir turan: Geciktirme.
Turkce Arapca,atehir,araphr: ظ†ظژط¸ظگط±ظژط© arap: ظ†ط¸ط±ط© turk: tehir turan: Geciktirme.
Turkce Arapca,htehirli,araphr: ظ…ظڈط¤ظژط®ظ‘ظژط± arap: ظ…ط¤ط®ط± turk: tehirli turan: Ertelenmiإں.
Turkce Arapca,ftehirli,araphr: ظ…ظڈط±ظ’ط¬ظژط£ arap: ظ…ط±ط¬ط£ turk: tehirli turan: Ertelenmiإں.
Turkce Arapca,otehlike,araphr: ط®ظژط·ظژط± arap: ط®ط·ط± turk: tehlike turan: Zarara yol aأ§abileek durum
Turkce Arapca,ytehlike,araphr: ظ…ظژط­ظ’ط°ظڈظˆط± arap: ظ…ط­ط°ظˆط± turk: tehlike turan: Zarara yol aأ§abileek durum
Turkce Arapca,utehlike,araphr: ظ‡ظژظˆظ’ط±ظژط© arap: ظ‡ظˆط±ط© turk: tehlike turan: Zarara yol aأ§abileek durum
Turkce Arapca,Xtek,araphr: ظپظژط±ظ’ط¯ arap: ظپط±ط¯ turk: tek turan: Eإںi olmayan
Turkce Arapca,ftek,araphr: ظ…ظڈطھظژظپظژط±ظ‘ظگط¯ arap: ظ…طھظپط±ط¯ turk: tek turan: Eإںi olmayan
Turkce Arapca,ntekaÃ¼t,araphr: طھظژظ‚ظژط§ط¹ظڈط¯ arap: طھظ‚ط§ط¹ط¯ turk: tekaأ¼t turan: Emeklie ayrؤ±lma
Turkce Arapca,dtekdir,araphr: طھظژظ„ظ’ظˆظگظٹظ… arap: طھظ„ظˆظٹظ… turk: tekdir turan: Azarlama
